IMAGE_DIC,NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),에너지(kj),수분(g),수분(%),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),갈락토오스(g),당알콜(g),에리스리톨(g),총 식이섬유(g),총 식이섬유(mg),총 식이섬유(%),수용성 식이섬유(g),불용성 식이섬유(g),셀룰로오스(%),리그닌(%),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(g),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),구리(㎍),망간(㎎),망간(㎍),셀레늄(㎍),몰리브덴(㎍),요오드(㎍),염소(㎎),비타민 A(㎍),비타민 A(㎍ RE),레티놀(㎍),베타카로틴(㎍),레티놀A효능,비타민 D(D2+D3)(㎍),비타민 D2(㎍),비타민 D3(㎍),비타민 D1(㎍),비타민 E(㎎),비타민 E(㎎ α-TE),알파 토코페롤(㎎),베타 토코페롤(㎎),감마 토코페롤(㎎),델타 토코페롤(㎎),알파 토코트리에놀(㎎),베타 토코트리에놀(㎎),감마 토코트리에놀(㎎),델타 토코트리에놀(㎎),토코페롤(㎎),토코트리에놀(㎎),비타민 K(㎎),비타민 K(㎍),비타민 K1(㎍),비타민 K2(㎍),비타민 B1(㎎),비타민 B1(㎍),비타민 B2(㎎),비타민 B2(㎍),나이아신(㎎),나이아신(㎎ NE),나이아신(NE)(㎎),나이아신(NE)(㎎ NE),니코틴산 (㎎),니코틴아마이드(㎎),판토텐산(㎎),판토텐산(㎍),비타민 B6(㎎),비타민 B6(㎍),피리독신(㎎),비오틴(㎍),엽산(DFE)(㎍),엽산 - 천연 엽산(㎍),엽산 - 합성 엽산(㎍),비타민 B12(㎎),비타민 B12(㎍),비타민 C(g),비타민 C(㎎),콜린(g),콜린(㎎),총 아미노산(g),총 아미노산(㎎),필수 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),비필수 아미노산(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인 (㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),콜레스테롤(g),콜레스테롤(㎎),총 지방산(g),총 필수 지방산(g),총 포화 지방산(g),총 포화 지방산(%),부티르산(4:0)(g),부티르산(4:0)(㎎),카프로산(6:0)(g),카프로산(6:0)(㎎),카프릴산(8:0)(g),카프릴산(8:0)(㎎),카프르산(10:0)(g),카프르산(10:0)(㎎),라우르산(12:0)(g),라우르산(12:0)(㎎),라우르산(12:0)(%),트라이데칸산(13:0)(㎎),미리스트산(14:0)(g),미리스트산(14:0)(㎎),미리스트산(14:0)(%),펜타데칸산(15:0)(㎎),팔미트산(16:0)(g),팔미트산(16:0)(㎎),팔미트산(16:0)(%),헵타데칸산(17:0)(㎎),스테아르산(18:0)(g),스테아르산(18:0)(㎎),스테아르산(18:0)(%),아라키드산(20:0)(g),아라키드산(20:0)(㎎),아라키드산(20:0)(%),헨에이코산산(21:0)(㎎),베헨산(22:0)(㎎),트리코산산(23:0)(㎎),리그노세르산(24:0)(㎎),총 단일 불포화지방산(g),총 단일 불포화지방산(%),미리스톨레산(14:1)(g),미리스톨레산(14:1)(㎎),미리스톨레산(14:1)(%),팔미톨레산(16:1)(g),팔미톨레산(16:1)(㎎),팔미톨레산(16:1)(%),헵타데센산(17:1)(㎎),올레산(18:1(n-9))(g),올레산(18:1(n-9))(㎎),올레산(18:1(n-9))(%),박센산(18:1(n-7))(g),박센산(18:1(n-7))(㎎),가돌레산(20:1)(g),가돌레산(20:1)(㎎),가돌레산(20:1)(%),에루크산(22:1)(㎎),에루크산(22:1)(%),네르본산(24:1)(㎎),총 다중 불포화지방산(g),총 다중 불포화지방산(%),리놀레산(18:2(n-6)c)(g),리놀레산(18:2(n-6)c)(㎎),리놀레산(18:2(n-6)c)(%),알파 리놀렌산(18:3(n-3))(g),알파 리놀렌산(18:3(n-3))(㎎),리놀렌산(18:3(n-3)(%),감마 리놀렌산(18:3(n-6))(g),감마 리놀렌산(18:3(n-6))(㎎),스테아리돈산(18:4)(%),에이코사디에노산(20:2(n-6))(g),에이코사디에노산(20:2(n-6))(㎎),에이코사트리에노산(20:3(n-3))(㎎),에이코사트리에노산(20:3(n-6))(g),에이코사트리에노산(20:3(n-6))(㎎),아라키돈산(20:4(n-6))(g),아라키돈산(20:4(n-6))(㎎),아라키돈산(20:4(n-6))(%),에이코사테트라에노산(20:4(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(g),에이코사펜타에노산(20:5(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(%),도코사디에노산(22:2)(㎎),도코사펜타에노산(22:5(n-3))(g),도코사펜타에노산(22:5(n-3))(㎎),도코사펜타에노산(22:5(n-3))(%),도코사헥사에노산(22:6(n-3))(g),도코사헥사에노산(22:6(n-3))(㎎),도코사헥사에노산(22:6(n-3))(%),EPA와 DHA의 합(㎎),오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 올레산(18:1(n-9)t)(㎎),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산 (18:2t)(㎎),트랜스 리놀렌산(18:3t)(g),트랜스 리놀렌산(18:3t)(㎎),트랜스 리놀렌산(18:3t)(%),냉산가용성물질(㎎),총 불포화지방산(g),식염상당량(g),회분(g),폐기율(%),가식부(%),산가용성물질(%),카페인(㎎),성분표출처,발행기관
01016012,58553,D018218-ZZ-AVG,D018218,음식,품목대표,유부초밥,2020,전국(대표),평균,밥류,김밥(초밥)류,200,g,-,-,388.54,-,114.87,-,11.56,11.53,-,59.63,3.97,0.94,1.83,1.21,0.00,0.00,-,-,-,5.22,-,-,-,-,-,-,91.78,1.17,-,42.89,134.35,-,113.41,771.26,1.54,0.21,-,0.86,-,12.09,-,-,-,-,-,0.00,540.97,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,4.10,0.22,-,-,-,-,0.00,-,0.05,-,0.03,-,-,-,-,-,-,-,-,-,-,-,59.53,-,-,-,0.00,-,8.50,-,-,-,10642.14,-,464.54,888.17,501.94,164.32,574.76,432.15,-,617.94,234.84,871.42,-,304.81,107.84,546.21,1210.27,2132.09,470.14,530.41,590.31,-,-,-,-,-,-,-,6.24,-,-,1.38,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.01,-,-,-,0.99,-,-,-,0.35,-,-,0.03,-,-,-,-,-,-,-,-,0.00,-,-,0.01,-,-,-,1.98,-,-,0.12,-,0.02,-,-,-,-,-,-,-,3.99,-,-,0.49,-,-,0.02,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.03,0.00,-,0.03,-,0.01,-,-,-,-,-,2.41,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
01016013,51690,D000247-ZZ-AVG,D000247,음식,품목대표,장어초밥,2019,전국(대표),평균,밥류,김밥(초밥)류,250,g,-,-,486.259651158465,-,137.919777952966,-,16.5202777777778,10.8284055075285,-,80.6807226198992,13.6742739407404,2.85583426448081,3.16091852299152,4.69762571377063,0.000024518010909541,2.95987092148655,-,-,-,3.23155422572338,-,-,-,-,-,-,78.7506632441786,-,0.519862692428626,24.74,175.36052139328,-,174.345628651757,1270.91139673783,1.56,0.15,-,0.54,-,0,-,-,-,-,-,315.586972672782,161.015806521724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.32,0.22,-,-,-,-,0.0547222952841052,-,0.112060326589279,-,0.556034008374723,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,5.66080495997033,-,-,-,-,-,635.18,1344.59,1201.85,384.04,753.02,716.15,-,768.07,424.42,1163.12,-,359.8,87.48,1109.13,1603.04,2825.21,1199.73,816.15,805.81,-,-,-,-,-,-,-,102.773542463177,-,-,2.91198018041346,-,0,-,0,-,0,-,0,-,0,-,-,-,0.5,-,-,-,1.9,-,-,-,0.5,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.7,-,-,-,2.9,-,-,0.3,-,0.2,-,-,-,-,-,-,-,0.6,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0.1,-,-,-,0.5,-,-,-,0.2,-,-,0.7,-,-,-,-,-,0.100237625782551,0,-,0,-,0,-,-,-,-,-,4.05081614182899,-,-,-,-,식약처('13) 제2권,식품의약품안전처
01016014,58562,D018227-ZZ-AVG,D018227,음식,품목대표,참치김밥,2020,전국(대표),평균,밥류,김밥(초밥)류,250,g,-,-,435.04,-,160.51,-,17.50,18.05,-,50.65,1.77,0.02,0.34,0.03,0.00,1.38,-,-,-,4.51,-,-,-,-,-,-,128.42,1.81,-,31.90,182.79,-,306.75,837.43,2.43,0.46,-,0.69,-,40.14,-,-,-,-,-,24.56,1698.94,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,13.81,0.27,-,-,-,-,0.57,-,0.17,-,0.00,-,-,-,-,-,-,-,-,-,-,-,62.60,-,-,-,1.45,-,7.65,-,-,-,15385.02,-,685.38,1245.84,1180.94,400.57,715.42,769.90,-,854.83,588.20,1003.92,-,460.85,301.15,1013.50,1467.04,2619.03,762.84,448.21,867.41,-,-,-,-,-,-,-,83.62,-,-,3.49,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.06,-,-,-,2.39,-,-,-,0.98,-,-,0.06,-,-,-,-,-,-,-,-,0.00,-,-,0.15,-,-,-,5.24,-,-,0.32,-,0.07,-,-,-,-,-,-,-,6.30,-,-,0.77,-,-,0.03,-,-,0.03,-,-,0.01,-,0.07,-,-,-,0.07,-,-,-,0.00,-,-,0.10,-,-,-,-,-,0.09,0.03,-,0.06,-,0.01,-,-,-,-,-,3.29,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
01016015,58563,D018228-ZZ-AVG,D018228,음식,품목대표,참치마요삼각김밥,2020,전국(대표),평균,밥류,김밥(초밥)류,200,g,-,-,398.70,-,119.23,-,11.86,16.41,-,50.89,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,5.64,-,-,-,-,-,-,19.33,0.76,-,24.19,115.81,-,151.27,460.22,1.15,0.21,-,0.52,-,38.73,-,-,-,-,-,1.11,537.50,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,15.15,0.37,-,-,-,-,0.00,-,0.11,-,0.00,-,-,-,-,-,-,-,-,-,-,-,21.38,-,-,-,1.64,-,4.36,-,-,-,10422.06,-,445.73,921.74,695.04,275.76,540.10,498.25,-,644.17,531.78,805.65,-,338.11,80.24,625.08,967.76,1612.36,508.64,429.06,502.60,-,-,-,-,-,-,-,20.94,-,-,2.00,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.02,-,-,-,1.41,-,-,-,0.53,-,-,0.04,-,-,-,-,-,-,-,-,0.00,-,-,0.02,-,-,-,2.65,-,-,0.17,-,0.03,-,-,-,-,-,-,-,5.98,-,-,0.74,-,-,0.03,-,-,0.01,-,-,0.00,-,0.02,-,-,-,0.05,-,-,-,0.00,-,-,0.07,-,-,-,-,-,0.05,0.00,-,0.04,-,0.01,-,-,-,-,-,1.61,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
01016016,51693,D000253-ZZ-AVG,D000253,음식,품목대표,충무김밥,2019,전국(대표),평균,밥류,김밥(초밥)류,400,g,-,-,583.926036170933,-,255.924062159756,-,23.4248888888889,5.95578084104637,-,109.15611326149,17.189130547194,0.293017867587704,0.580136294061341,0.863467330869128,0,15.4525090546758,-,-,-,8.40819150366189,-,-,-,-,-,-,77.706374622282,-,1.42644144566617,81.83,296.585595685326,-,658.487966641414,1294.26787517119,2.81,0.43,-,0.98,-,0,-,-,-,-,-,0,1516.11706148502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.79,0.64,-,-,-,-,0.279801728820678,-,0.237772728469274,-,1.19999264217803,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,1.79606045130092,-,-,-,-,-,831.99,1770.94,1382.82,450.01,996.7,908.16,-,984.61,444.89,1627.84,-,495.73,140.03,1372.31,2218.09,3890.1,1112.14,1030.1,1075.31,-,-,-,-,-,-,-,156.852339226871,-,-,1.09671883049306,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.9,-,-,-,0.2,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,1.1,-,-,0.1,-,0,-,-,-,-,-,-,-,2,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0.1,-,-,-,0,-,-,0.2,-,-,-,-,-,0.0251625748996885,0,-,0,-,0,-,-,-,-,-,5.53915484881874,-,-,-,-,식약처('13) 제2권,식품의약품안전처
01016017,58567,D018232-ZZ-AVG,D018232,음식,품목대표,치즈김밥,2020,전국(대표),평균,밥류,김밥(초밥)류,270,g,-,-,476.98,-,170.91,-,16.86,18.99,-,59.67,0.57,0.00,0.00,0.04,0.07,0.45,-,-,-,7.07,-,-,-,-,-,-,17.10,0.58,-,14.46,41.56,-,110.48,455.54,1.20,0.17,-,0.64,-,28.02,-,-,-,-,-,35.92,1437.60,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,2.07,0.31,-,-,-,-,0.96,-,0.20,-,0.00,-,-,-,-,-,-,-,-,-,-,-,59.76,-,-,-,1.69,-,5.81,-,-,-,16146.57,-,679.06,1348.62,1100.61,454.61,793.98,714.57,-,836.00,449.44,992.92,-,577.39,331.85,919.82,1449.85,3131.21,724.13,718.53,924.00,-,-,-,-,-,-,-,94.69,-,-,6.55,-,0.04,-,0.04,-,0.03,-,0.10,-,0.13,-,-,-,0.49,-,-,-,4.04,-,-,-,1.61,-,-,0.05,-,-,-,-,-,-,-,-,0.03,-,-,0.27,-,-,-,6.52,-,-,0.36,-,0.08,-,-,-,-,-,-,-,4.17,-,-,0.20,-,-,0.00,-,-,0.04,-,-,0.02,-,0.08,-,-,-,0.03,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.34,0.19,-,0.13,-,0.02,-,-,-,-,-,3.58,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
01016018,51694,D000256-ZZ-AVG,D000256,음식,품목대표,캘리포니아롤,2019,전국(대표),평균,밥류,김밥(초밥)류,300,g,-,-,487.638912743461,-,184.929642350802,-,12.32995,9.04585636392303,-,89.2266013670384,8.90381948973524,0.151490574819943,2.8676652457917,4.9292636691236,0,0.9554,-,-,-,7.59840380977158,-,-,-,-,-,-,145.526812816166,-,1.00058491047507,28.43,155.858564016886,-,227.515948410497,1295.87763149682,1.63,0.17,-,0.58,-,0,-,-,-,-,-,6.47640457747889,673.06894841884,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.6,0.25,-,-,-,-,0.103802844230973,-,0.115521109807006,-,0.380531432511426,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,3.88454116945782,-,-,-,-,-,448.28,955.29,719.73,224.65,524.44,498.54,-,583.47,267.13,757.07,-,284.82,94.36,726.87,1132.71,2192.17,617.39,516.36,647.88,-,-,-,-,-,-,-,65.9593667856965,-,-,2.13818302736924,-,0,-,0,-,0,-,0,-,0.1,-,-,-,0.1,-,-,-,1.5,-,-,-,0.5,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.1,-,-,-,2.4,-,-,0.2,-,0.1,-,-,-,-,-,-,-,4,-,-,0.5,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0.1,-,-,-,0,-,-,0.1,-,-,-,-,-,0.0516346431710048,0,-,0,-,0,-,-,-,-,-,4.4679499182363,-,-,-,-,식약처('13) 제2권,식품의약품안전처
01016019,51695,D000258-ZZ-AVG,D000258,음식,품목대표,한치초밥,2019,전국(대표),평균,밥류,김밥(초밥)류,250,g,-,-,374.179533531555,-,153.95187610533,-,13.7124722222222,0.848437490024961,-,77.9234268081104,13.1303136086121,2.84042289980207,2.40368764193485,3.09192794918541,0.0000058528918738775,4.79426926479792,-,-,-,1.53650725303466,-,-,-,-,-,-,17.4719940564435,-,0.262363191910443,20.27,124.43394298414,-,106.684398878478,1199.30993809455,1.44,0.19,-,0.5,-,0,-,-,-,-,-,0,7.76962222778144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.97,0.31,-,-,-,-,0.00291666666666667,-,0.0392301303552974,-,1.4446986856324,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,6.48347541049788,-,-,-,-,-,556.56,1237.88,1023.05,338.17,654.81,617.11,-,621.24,309.63,1108.3,-,334.5,95.95,841.93,1456,2549,691.32,564.44,701.68,-,-,-,-,-,-,-,100.062568164145,-,-,0.450141879410537,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.4,-,-,-,0.1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0.2,-,-,0,-,0,-,-,-,-,-,-,-,0.3,-,-,0,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0.2,-,-,-,-,-,0.000696116632603606,0,-,0,-,0,-,-,-,-,-,3.56378737431248,-,-,-,-,식약처('13) 제2권,식품의약품안전처
01016020,58525,D018190-ZZ-AVG,D018190,음식,품목대표,일반김밥,2020,전국(대표),평균,밥류,김밥(초밥)류,230,g,-,-,322.56,-,159.88,-,11.14,10.47,-,45.95,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,3.13,-,-,-,-,-,-,81.95,0.69,-,28.36,127.36,-,271.86,705.16,1.19,0.38,-,0.57,-,15.09,-,-,-,-,-,6.76,3031.62,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,2.25,0.20,-,-,-,-,0.36,-,0.10,-,1.55,-,-,-,-,-,-,-,-,-,-,-,49.37,-,-,-,1.99,-,8.64,-,-,-,11568.39,-,556.63,1020.13,732.76,245.66,578.48,527.90,-,714.95,283.72,906.84,-,365.91,111.19,744.83,1125.61,1928.59,601.55,523.92,599.72,-,-,-,-,-,-,-,44.40,-,-,2.54,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.07,-,-,-,1.71,-,-,-,0.73,-,-,0.03,-,-,-,-,-,-,-,-,0.00,-,-,0.12,-,-,-,3.47,-,-,0.20,-,0.05,-,-,-,-,-,-,-,2.75,-,-,0.16,-,-,0.01,-,-,0.03,-,-,0.01,-,0.04,-,-,-,0.05,-,-,-,0.01,-,-,0.02,-,-,-,-,-,0.05,0.02,-,0.03,-,0.01,-,-,-,-,-,2.56,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
02011001,58490,D018155-ZZ-AVG,D018155,음식,품목대표,간자장,2020,전국(대표),평균,면 및 만두류,중식면류,500,g,-,-,625.08,-,366.67,-,25.59,24.45,-,75.67,4.28,0.00,3.84,0.44,0.00,0.00,-,-,-,7.51,-,-,-,-,-,-,59.04,2.69,-,58.41,265.09,-,623.60,2276.22,4.45,0.10,-,1.76,-,42.04,-,-,-,-,-,0.00,0.00,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,11.23,0.00,-,-,-,-,1.20,-,1.06,-,0.56,-,-,-,-,-,-,-,-,-,-,-,45.23,-,-,-,0.00,-,22.83,-,-,-,23679.51,-,851.38,1763.10,1376.36,453.07,996.40,918.43,-,889.17,721.58,1172.05,-,775.95,532.18,1078.86,1811.54,6954.32,1008.28,1247.88,1128.95,-,-,-,-,-,-,-,30.23,-,-,4.02,-,0.00,-,0.00,-,0.00,-,0.00,-,0.01,-,-,-,0.09,-,-,-,2.72,-,-,-,1.15,-,-,0.05,-,-,-,-,-,-,-,-,0.00,-,-,0.13,-,-,-,4.88,-,-,0.36,-,0.05,-,-,-,-,-,-,-,8.42,-,-,1.07,-,-,0.05,-,-,0.02,-,-,0.01,-,0.04,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.17,0.02,-,0.08,-,0.07,-,-,-,-,-,7.62,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
02011002,51621,D000137-ZZ-AVG,D000137,음식,품목대표,굴짬뽕,2019,전국(대표),평균,면 및 만두류,중식면류,900,g,-,-,680.671705787469,-,732.031363908699,-,32.868725,9.60478723322073,-,115.688430172121,1.69703893434444,0.105,0.2775,0.838288934344442,0,0.47625,-,-,-,8.60965983142636,-,-,-,-,-,-,444.794264250695,-,9.93014019603807,94.28,351.335184091034,-,712.344994212275,2662.34622197758,10.84,2.17,-,1.67,-,0,-,-,-,-,-,3.62487613542527,864.445620018399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.28,1.03,-,-,-,-,0,-,0.381771145758842,-,15.0051608088416,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,1.94551193456886,-,-,-,-,-,1109.82,2115.38,1600.73,490.43,1268.53,1131.66,-,1253.2,607.67,2110.97,-,785.56,378.82,1392.79,2377.87,10788.65,1426.9,2307.36,1409.48,-,-,-,-,-,-,-,163.30711880758,-,-,1.41084372494891,-,0,-,0,-,0,-,0,-,0,-,-,-,0.1,-,-,-,1.1,-,-,-,0.3,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.1,-,-,-,1.1,-,-,0.2,-,0,-,-,-,-,-,-,-,2.6,-,-,0.3,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0.3,-,-,-,0,-,-,0.2,-,-,-,-,-,0.0393483908742349,0,-,0,-,0,-,-,-,-,-,9.80669368595944,-,-,-,-,식약처('13) 제2권,식품의약품안전처
02011003,51622,D000138-ZZ-AVG,D000138,음식,품목대표,기스면,2019,전국(대표),평균,면 및 만두류,중식면류,1000,g,-,-,606.930828136439,-,853.146997083419,-,37.8192222222222,10.723583519545,-,89.7854218929112,0.503777777777778,0,0,0.0244444444444444,0,0.479333333333333,-,-,-,6.86687725085422,-,-,-,-,-,-,340.435263515687,-,5.67748250358348,56.1,336.682680672113,-,464.555445285181,2764.58840993246,2.1,0.29,-,0.77,-,0,-,-,-,-,-,17.5207086936302,291.149409521808,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.44,0.78,-,-,-,-,0,-,0.300170447526241,-,6.63239239949976,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,1.60913430888511,-,-,-,-,-,1459.16,2694.81,2195.43,752.78,1616.24,1445.7,-,1651.35,752.4,2098.39,-,1039.01,450.59,1880.9,3026.57,11261.6,1751.32,2302.19,1890.23,-,-,-,-,-,-,-,416.544925141407,-,-,2.11823720419254,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,1.6,-,-,-,0.5,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.1,-,-,-,2.3,-,-,0.2,-,0,-,-,-,-,-,-,-,1.8,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0.1,-,-,-,0,-,-,-,0,-,-,0.1,-,-,-,-,-,0.00333683486630926,0,-,0,-,0,-,-,-,-,-,8.52477528190291,-,-,-,-,식약처('13) 제2권,식품의약품안전처
02011004,51623,D000139-ZZ-AVG,D000139,음식,품목대표,김치라면,2019,전국(대표),평균,면 및 만두류,라면류,650,g,-,-,552,-,525,-,13.8,16.9,-,86.2,1.2,0.2,0.4,0.5,0,0,-,-,-,8.2,-,-,-,-,-,-,291.83,-,1.78,53.75,211.24,-,590.13,2531.6,1.04,0.14,-,0.73,-,36.53,-,-,-,-,-,3.82,820.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.19,2.63,-,-,-,-,0.57,-,1.58,-,2.03,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,1.58,-,0,-,-,-,-,-,402.01,863.8,416.19,172.65,593.16,401.11,-,516.27,249.79,486.69,-,333.54,218.43,544.23,749.11,4082.88,36.08,1201.6,658.19,-,-,-,-,-,-,-,45.65,-,-,6.8,-,0,-,0,-,0,-,0,-,0,-,-,-,0.1,-,-,-,5.9,-,-,-,0.7,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.1,-,-,-,5.4,-,-,0.1,-,0.1,-,-,-,-,-,-,-,2.3,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.1,0,-,0.1,-,0,-,-,-,-,-,8.1,-,-,-,-,식약처('15) 제3권,식품의약품안전처
02011005,51624,D000140-ZZ-AVG,D000140,음식,품목대표,김치우동,2019,전국(대표),평균,면 및 만두류,중식면류,800,g,-,-,500.177283643235,-,672.009495903157,-,15.5483111111111,4.60070717785975,-,99.1444186495132,2.12782310376643,0.317499295923006,0.503342852312149,1.05651428886461,0,0.250466666666667,-,-,-,9.01040069562384,-,-,-,-,-,-,114.427459208646,-,2.06590571648735,43.25,149.182077773122,-,472.026009645115,2874.60237667242,0.69,0.24,-,0.63,-,0,-,-,-,-,-,0,798.20190000104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.85,0.65,-,-,-,-,0.172628267378041,-,0.0682688467751977,-,4.21422587391653,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,1.32829563432742,-,-,-,-,-,508.58,1025.82,533.33,211.36,714.61,462.38,-,609.68,303.43,614.32,-,374.17,223.24,615.13,886.46,5741.29,616.11,1549.04,715.49,-,-,-,-,-,-,-,14.1281070548896,-,-,0.834283877921208,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.7,-,-,-,0.1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0.7,-,-,0.1,-,0,-,-,-,-,-,-,-,1.4,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.000319959800203568,0,-,0,-,0,-,-,-,-,-,8.69706715835908,-,-,-,-,식약처('13) 제2권,식품의약품안전처
02011006,51625,D000141-ZZ-AVG,D000141,음식,품목대표,김치말이국수,2019,전국(대표),평균,면 및 만두류,국수류,600,g,-,-,302.53,-,522.9,-,12.9,4.8,-,52,8.3,0.4,0.7,0.6,0,6.7,-,-,-,4.6,-,-,-,-,-,-,130.19,-,1.69,97.21,175.44,-,595.84,2121.62,1.04,0.37,-,0.64,-,37.62,-,-,-,-,-,16.93,806.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.31,0,-,-,-,-,0.65,-,0.18,-,0.24,-,-,-,-,-,-,-,-,-,-,-,107.45,-,-,-,2.86,-,1.66,-,-,-,-,-,367.213199654988,776.541313083374,476.566442621551,184.218323642063,571.744354229716,398.708929146859,-,478.057657719552,231.078813442472,513.42574805754,-,346.574527884094,136.108424518347,525.112023109657,775.871491137595,3129.74822634388,446.02255680501,943.140595067164,632.67800989148,-,-,-,-,-,-,-,88.95,-,-,1.1,-,0,-,0,-,0,-,0,-,0.00197182611221062,-,-,-,0.0165585426049565,-,-,-,0.813249962350591,-,-,-,0.224116445027435,-,-,0.00538422298521403,-,-,-,-,-,-,-,-,0,-,-,0.0574020592789134,-,-,-,1.13506510989492,-,-,0.0652332108454692,-,0.0085270256239612,-,-,-,-,-,-,-,1.06430097150837,-,-,0.153851224216029,-,-,0.0023485039881166,-,-,0.00162661147431256,-,-,0.002131071544978,-,0.0366841493507001,-,-,-,0.00116053059754181,-,-,-,0,-,-,0.00905320212285891,-,-,-,-,-,0,0.00568722610331247,-,0.00721518051659412,-,0,-,-,-,-,-,7.4,-,-,-,-,식약처('16) 제4권,식품의약품안전처
