IMAGE_DIC,NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),에너지(kj),수분(g),수분(%),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),갈락토오스(g),당알콜(g),에리스리톨(g),총 식이섬유(g),총 식이섬유(mg),총 식이섬유(%),수용성 식이섬유(g),불용성 식이섬유(g),셀룰로오스(%),리그닌(%),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(g),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),구리(㎍),망간(㎎),망간(㎍),셀레늄(㎍),몰리브덴(㎍),요오드(㎍),염소(㎎),비타민 A(㎍),비타민 A(㎍ RE),레티놀(㎍),베타카로틴(㎍),레티놀A효능,비타민 D(D2+D3)(㎍),비타민 D2(㎍),비타민 D3(㎍),비타민 D1(㎍),비타민 E(㎎),비타민 E(㎎ α-TE),알파 토코페롤(㎎),베타 토코페롤(㎎),감마 토코페롤(㎎),델타 토코페롤(㎎),알파 토코트리에놀(㎎),베타 토코트리에놀(㎎),감마 토코트리에놀(㎎),델타 토코트리에놀(㎎),토코페롤(㎎),토코트리에놀(㎎),비타민 K(㎎),비타민 K(㎍),비타민 K1(㎍),비타민 K2(㎍),비타민 B1(㎎),비타민 B1(㎍),비타민 B2(㎎),비타민 B2(㎍),나이아신(㎎),나이아신(㎎ NE),나이아신(NE)(㎎),나이아신(NE)(㎎ NE),니코틴산 (㎎),니코틴아마이드(㎎),판토텐산(㎎),판토텐산(㎍),비타민 B6(㎎),비타민 B6(㎍),피리독신(㎎),비오틴(㎍),엽산(DFE)(㎍),엽산 - 천연 엽산(㎍),엽산 - 합성 엽산(㎍),비타민 B12(㎎),비타민 B12(㎍),비타민 C(g),비타민 C(㎎),콜린(g),콜린(㎎),총 아미노산(g),총 아미노산(㎎),필수 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),비필수 아미노산(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인 (㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),콜레스테롤(g),콜레스테롤(㎎),총 지방산(g),총 필수 지방산(g),총 포화 지방산(g),총 포화 지방산(%),부티르산(4:0)(g),부티르산(4:0)(㎎),카프로산(6:0)(g),카프로산(6:0)(㎎),카프릴산(8:0)(g),카프릴산(8:0)(㎎),카프르산(10:0)(g),카프르산(10:0)(㎎),라우르산(12:0)(g),라우르산(12:0)(㎎),라우르산(12:0)(%),트라이데칸산(13:0)(㎎),미리스트산(14:0)(g),미리스트산(14:0)(㎎),미리스트산(14:0)(%),펜타데칸산(15:0)(㎎),팔미트산(16:0)(g),팔미트산(16:0)(㎎),팔미트산(16:0)(%),헵타데칸산(17:0)(㎎),스테아르산(18:0)(g),스테아르산(18:0)(㎎),스테아르산(18:0)(%),아라키드산(20:0)(g),아라키드산(20:0)(㎎),아라키드산(20:0)(%),헨에이코산산(21:0)(㎎),베헨산(22:0)(㎎),트리코산산(23:0)(㎎),리그노세르산(24:0)(㎎),총 단일 불포화지방산(g),총 단일 불포화지방산(%),미리스톨레산(14:1)(g),미리스톨레산(14:1)(㎎),미리스톨레산(14:1)(%),팔미톨레산(16:1)(g),팔미톨레산(16:1)(㎎),팔미톨레산(16:1)(%),헵타데센산(17:1)(㎎),올레산(18:1(n-9))(g),올레산(18:1(n-9))(㎎),올레산(18:1(n-9))(%),박센산(18:1(n-7))(g),박센산(18:1(n-7))(㎎),가돌레산(20:1)(g),가돌레산(20:1)(㎎),가돌레산(20:1)(%),에루크산(22:1)(㎎),에루크산(22:1)(%),네르본산(24:1)(㎎),총 다중 불포화지방산(g),총 다중 불포화지방산(%),리놀레산(18:2(n-6)c)(g),리놀레산(18:2(n-6)c)(㎎),리놀레산(18:2(n-6)c)(%),알파 리놀렌산(18:3(n-3))(g),알파 리놀렌산(18:3(n-3))(㎎),리놀렌산(18:3(n-3)(%),감마 리놀렌산(18:3(n-6))(g),감마 리놀렌산(18:3(n-6))(㎎),스테아리돈산(18:4)(%),에이코사디에노산(20:2(n-6))(g),에이코사디에노산(20:2(n-6))(㎎),에이코사트리에노산(20:3(n-3))(㎎),에이코사트리에노산(20:3(n-6))(g),에이코사트리에노산(20:3(n-6))(㎎),아라키돈산(20:4(n-6))(g),아라키돈산(20:4(n-6))(㎎),아라키돈산(20:4(n-6))(%),에이코사테트라에노산(20:4(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(g),에이코사펜타에노산(20:5(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(%),도코사디에노산(22:2)(㎎),도코사펜타에노산(22:5(n-3))(g),도코사펜타에노산(22:5(n-3))(㎎),도코사펜타에노산(22:5(n-3))(%),도코사헥사에노산(22:6(n-3))(g),도코사헥사에노산(22:6(n-3))(㎎),도코사헥사에노산(22:6(n-3))(%),EPA와 DHA의 합(㎎),오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 올레산(18:1(n-9)t)(㎎),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산 (18:2t)(㎎),트랜스 리놀렌산(18:3t)(g),트랜스 리놀렌산(18:3t)(㎎),트랜스 리놀렌산(18:3t)(%),냉산가용성물질(㎎),총 불포화지방산(g),식염상당량(g),회분(g),폐기율(%),가식부(%),산가용성물질(%),카페인(㎎),성분표출처,발행기관
2011010,58498,D018163-ZZ-AVG,D018163,음식,품목대표,라면,2020,전국(대표),평균,면 및 만두류,라면류,550,g,-,-,450.91,-,447.98,-,9.48,12.52,-,75.08,0,0,0,0,0,0,-,-,-,5.5,-,-,-,-,-,-,182.14,0.38,-,19.16,109.12,-,311.48,1559.21,0.42,0.08,-,0.42,-,18.64,-,-,-,-,-,0,192.27,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,3.55,0.58,-,-,-,-,0,-,2.08,-,1.71,-,-,-,-,-,-,-,-,-,-,-,20.99,-,-,-,0,-,0,-,-,-,7992.04,-,363.96,530.29,253.15,13.28,349.1,336.12,-,333.64,286.55,418.07,-,350.14,101.95,269.23,460.1,2653.4,254.66,553.25,465.14,-,-,-,-,-,-,-,0,-,-,4.53,-,0,-,0,-,0,-,0,-,0.02,-,-,-,0.1,-,-,-,3.95,-,-,-,0.42,-,-,0.04,-,-,-,-,-,-,-,-,0,-,-,0.02,-,-,-,3.68,-,-,0.07,-,0.02,-,-,-,-,-,-,-,1.34,-,-,0.05,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.03,0,-,0.03,-,0,-,-,-,-,-,4.94,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
2011011,58499,D018164-ZZ-AVG,D018164,음식,품목대표,막국수,2020,전국(대표),평균,면 및 만두류,국수류,600,g,-,-,799.33,-,403.23,-,34.81,9.63,-,143.37,29.28,0.06,11.76,0.28,0,17.17,-,-,-,10.47,-,-,-,-,-,-,100.97,6.13,-,116.8,310.74,-,807.15,2427.15,6.89,0.38,-,2.36,-,63.58,-,-,-,-,-,0,2138.17,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,14.29,0.07,-,-,-,-,2.59,-,0.22,-,2.9,-,-,-,-,-,-,-,-,-,-,-,92.59,-,-,-,0,-,12.78,-,-,-,29867.85,-,1179.9,2323.47,1519.94,165.76,1442.36,1165.8,-,1311.73,663.69,1484.97,-,477.19,612.27,1634.68,1936.87,8806.45,1603.87,1982.71,1556.18,-,-,-,-,-,-,-,33.2,-,-,2.76,-,0,-,0,-,0,-,0,-,0,-,-,-,0.09,-,-,-,1.85,-,-,-,0.77,-,-,0.04,-,-,-,-,-,-,-,-,0,-,-,0.08,-,-,-,3.36,-,-,0.09,-,0.04,-,-,-,-,-,-,-,3.98,-,-,0.21,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.11,0.09,-,0.02,-,0,-,-,-,-,-,8.97,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
2011012,58501,D018166-ZZ-AVG,D018166,음식,품목대표,메밀국수,2020,전국(대표),평균,면 및 만두류,국수류,350,g,-,-,221.87,-,293.55,-,10.98,1.01,-,42.21,0,0,0,0,0,0,-,-,-,2.78,-,-,-,-,-,-,31.48,0.66,-,23.54,93.95,-,263.5,679.36,2.83,0.05,-,0.41,-,20.52,-,-,-,-,-,0,473.52,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1.25,0.07,-,-,-,-,0.19,-,0.08,-,0,-,-,-,-,-,-,-,-,-,-,-,32.51,-,-,-,0.52,-,0,-,-,-,8205.91,-,338.15,638.32,261.92,121.26,401.58,268.49,-,372.82,120.84,334.38,-,235.29,142.68,345.59,475.51,2601.88,321.64,798.59,426.97,-,-,-,-,-,-,-,0,-,-,0.43,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.33,-,-,-,0.09,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.02,-,-,-,0.53,-,-,0.01,-,0,-,-,-,-,-,-,-,0.57,-,-,0.02,-,-,0,-,-,0,-,-,0,-,0.01,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,-,2.24,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
2011013,58502,D018167-ZZ-AVG,D018167,음식,품목대표,물냉면,2020,전국(대표),평균,면 및 만두류,국수류,700,g,-,-,383.98,-,605.56,-,13.75,4.49,-,72.15,31.63,12.56,5.72,4.5,0,8.85,-,-,-,2.24,-,-,-,-,-,-,48.3,1.98,-,42,178.27,-,344.17,1128.25,1.87,0.26,-,0.56,-,18.98,-,-,-,-,-,14.93,12.5,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0.93,0,-,-,-,-,0.04,-,0.22,-,0.26,-,-,-,-,-,-,-,-,-,-,-,53.66,-,-,-,0,-,0,-,-,-,12099.01,-,525.66,953.19,630.85,180.78,580.06,430.4,-,614.89,256.69,640.49,-,303.56,115.21,455.52,834.77,3467.28,492.55,957.59,659.52,-,-,-,-,-,-,-,107.45,-,-,1.09,-,0,-,0,-,0,-,0,-,0,-,-,-,0.02,-,-,-,0.85,-,-,-,0.22,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.09,-,-,-,1.18,-,-,0.06,-,0.01,-,-,-,-,-,-,-,1.03,-,-,0.05,-,-,0,-,-,0,-,-,0,-,0.04,-,-,-,0,-,-,-,0,-,-,0.01,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,-,4.05,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
2011014,58507,D018172-ZZ-AVG,D018172,음식,품목대표,비빔국수,2020,전국(대표),평균,면 및 만두류,국수류,500,g,-,-,512.46,-,373.06,-,15.06,4.75,-,102.36,20.53,0.56,7.5,5.22,0,7.25,-,-,-,6.87,-,-,-,-,-,-,100.12,2.63,-,60.31,169.29,-,558.2,1193.79,4.58,0.26,-,1.04,-,28.75,-,-,-,-,-,0,1028.26,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,5.97,0.06,-,-,-,-,0,-,0.23,-,0,-,-,-,-,-,-,-,-,-,-,-,68.68,-,-,-,0,-,11.63,-,-,-,13077.4,-,495.22,1007.13,340.5,110.4,634.53,441.74,-,546.56,251.9,472.93,-,246.27,361.79,534.56,684.05,4712.38,519.85,1015.12,702.48,-,-,-,-,-,-,-,5.03,-,-,0.98,-,0,-,0,-,0,-,0,-,0,-,-,-,0.01,-,-,-,0.73,-,-,-,0.22,-,-,0.02,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,1.2,-,-,0.04,-,0.01,-,-,-,-,-,-,-,2.15,-,-,0.11,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,-,4.76,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
2011015,58508,D018173-ZZ-AVG,D018173,음식,품목대표,비빔냉면,2020,전국(대표),평균,면 및 만두류,국수류,500,g,-,-,499.16,-,387.06,-,28.33,13.21,-,66.74,20.1,11.88,4.6,3.63,0,0,-,-,-,7.36,-,-,-,-,-,-,113.6,2.43,-,83.79,307.71,-,833.34,887.31,5,0.47,-,0.82,-,44.37,-,-,-,-,-,17.06,224.23,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,3.6,0,-,-,-,-,0.39,-,0.48,-,0.64,-,-,-,-,-,-,-,-,-,-,-,61.94,-,-,-,0,-,16.09,-,-,-,25040.09,-,1148.88,1996.65,1665.64,529.02,1256.4,1043.02,-,1448.33,512.64,1601.16,-,688.67,349.08,1179.59,2312,5364.33,1117.55,1348.87,1478.24,-,-,-,-,-,-,-,236.69,-,-,2.69,-,0,-,0,-,0,-,0,-,0.01,-,-,-,0.04,-,-,-,1.93,-,-,-,0.68,-,-,0.03,-,-,-,-,-,-,-,-,0.01,-,-,0.12,-,-,-,3.79,-,-,0.16,-,0.03,-,-,-,-,-,-,-,3.3,-,-,0.1,-,-,0,-,-,0.01,-,-,0.01,-,0.12,-,-,-,0,-,-,-,0.02,-,-,0.03,-,-,-,-,-,0.05,0.02,-,0.03,-,0.01,-,-,-,-,-,4.66,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
2011016,51629,D000152-ZZ-AVG,D000152,음식,품목대표,삼선우동,2019,전국(대표),평균,면 및 만두류,중식면류,1000,g,-,-,691.6561907,-,828.7219961,-,47.93897222,8.477957782,-,105.8996704,0.801277778,0.068333333,0,0.319444444,0,0.4135,-,-,-,8.471083163,-,-,-,-,-,-,212.0904896,-,5.304091169,123.52,453.3310964,-,516.5784077,2722.318709,3.83,0.74,-,1.04,-,0,-,-,-,-,-,38.86246721,607.8390616,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.85,1.06,-,-,-,-,1.010721647,-,0.350690701,-,10.72407109,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,2.770821511,-,-,-,-,-,1964.1,3717.03,3091.69,1084.04,2095.26,1999.17,-,2166.78,999.96,3220.36,-,1467.1,669.87,2553.59,4370.11,13246.47,2482.5,2984.42,2488.26,-,-,-,-,-,-,-,620.8956445,-,-,2.022860063,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,1.6,-,-,-,0.4,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.1,-,-,-,1.8,-,-,0.2,-,0,-,-,-,-,-,-,-,1.6,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0.1,-,-,-,0.1,-,-,-,0,-,-,0.3,-,-,-,-,-,0.001904892,0,-,0,-,0,-,-,-,-,-,8.961403493,-,-,-,-,식약처('13) 제2권,식품의약품안전처
2011017,51630,D000153-ZZ-AVG,D000153,음식,품목대표,삼선짜장면,2019,전국(대표),평균,면 및 만두류,중식면류,700,g,-,-,803.8983218,-,513.7798644,-,33.63820833,18.13503805,-,126.5325365,10.15183019,0,4.97389656,5.177933627,0,0,-,-,-,10.81498801,-,-,-,-,-,-,120.7290202,-,7.278439045,86.4,301.5818414,-,640.4914188,2628.241613,2.3,0.46,-,1.42,-,0,-,-,-,-,-,0,105.2376929,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.8,0.77,-,-,-,-,1.301791643,-,0.084364668,-,13.04635519,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,4.881159728,-,-,-,-,-,1142.81,2182.38,1608,505.32,1333.88,1097.24,-,1256.26,672.38,1673.05,-,769.84,319.82,1418.6,2411.06,11699.12,1452.36,2243.41,1359.55,-,-,-,-,-,-,-,166.5645771,-,-,4.060179672,-,0,-,0,-,0,-,0,-,0,-,-,-,0.1,-,-,-,2.9,-,-,-,1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.1,-,-,-,4.3,-,-,0.5,-,0.1,-,-,-,-,-,-,-,6.8,-,-,0.7,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0.2,-,-,-,-,-,0.094397981,0,-,0.1,-,0,-,-,-,-,-,7.914352698,-,-,-,-,식약처('13) 제2권,식품의약품안전처
2011018,51631,D000154-ZZ-AVG,D000154,음식,품목대표,삼선짬뽕,2019,전국(대표),평균,면 및 만두류,중식면류,900,g,-,-,662.3657469,-,738.2226775,-,39.62635,10.76982988,-,101.7329695,1.093162158,0.0605,0.12495,0.907712158,0,0,-,-,-,7.689936051,-,-,-,-,-,-,400.5118333,-,7.61105955,115.62,357.5200413,-,659.5868933,2689.128557,3.35,0.84,-,1.18,-,0,-,-,-,-,-,0,1506.638113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.49,0.77,-,-,-,-,1.107853272,-,0.342533899,-,18.32320732,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,9.225717287,-,-,-,-,-,1432.71,2740.05,2230.59,726.65,1581.3,1478.6,-,1545.02,762.33,2469.1,-,1108.51,429.8,1858.27,3324.29,11383.27,1984.43,2581.77,1728.27,-,-,-,-,-,-,-,312.4794092,-,-,1.913855992,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,1.4,-,-,-,0.4,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,1.7,-,-,0.2,-,0.1,-,-,-,-,-,-,-,3.7,-,-,0.4,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0.1,-,-,-,0,-,-,0.2,-,-,-,-,-,0.023792094,0,-,0,-,0,-,-,-,-,-,9.648173162,-,-,-,-,식약처('13) 제2권,식품의약품안전처
2011019,58510,D018175-ZZ-AVG,D018175,음식,품목대표,수제비,2020,전국(대표),평균,면 및 만두류,기타 면 및 만두류,650,g,-,-,378.28,-,555.34,-,14.99,3.35,-,72.04,0,0,0,0,0,0,-,-,-,6.96,-,-,-,-,-,-,55.67,1.32,-,74.04,236.99,-,691.09,925.17,1.32,0.23,-,0.61,-,56.04,-,-,-,-,-,21.97,83.08,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1.34,0.04,-,-,-,-,1.08,-,0.16,-,8.64,-,-,-,-,-,-,-,-,-,-,-,373.21,-,-,-,1.36,-,14.09,-,-,-,11518.63,-,450.91,840.34,482.51,226.62,577.94,423.57,-,609.97,219.22,647.01,-,294.47,94.67,481.48,933.92,3251.39,405.63,937.27,641.72,-,-,-,-,-,-,-,83.55,-,-,0.98,-,0,-,0,-,0,-,0,-,0,-,-,-,0.01,-,-,-,0.79,-,-,-,0.18,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.07,-,-,-,1.04,-,-,0.06,-,0.01,-,-,-,-,-,-,-,0.78,-,-,0.06,-,-,0,-,-,0,-,-,0,-,0.04,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,-,4.28,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
2011020,51632,D000156-ZZ-AVG,D000156,음식,품목대표,쌀국수,2019,전국(대표),평균,면 및 만두류,국수류,600,g,-,-,320.32,-,520.4,-,15.6,4.2,-,55.1,4.3,0.6,0.8,1.7,0,1.1,-,-,-,1.6,-,-,-,-,-,-,41.12,-,1.51,36.11,133.23,-,253.26,1651.58,2.9,0.23,-,0.41,-,20.7,-,-,-,-,-,0,104.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,0.05,-,-,-,-,0.08,-,0.06,-,1.81,-,-,-,-,-,-,-,-,-,-,-,42.22,-,-,-,1.34,-,0.37,-,-,-,-,-,529.6921992,1076.624946,991.8743438,296.8417296,634.8541171,608.6720049,-,653.4958924,381.6254096,930.8862189,-,463.7939645,179.8257321,827.9353531,1402.935949,3539.284429,769.2719018,635.6102407,632.7673717,-,-,-,-,-,-,-,33.6,-,-,1.4,-,0,-,0,-,0,-,0,-,0.006602108,-,-,-,0.099769446,-,-,-,0.891800092,-,-,-,0.397821636,-,-,0.002377401,-,-,-,-,-,-,-,-,0.020478302,-,-,0.111841476,-,-,-,1.213808166,-,-,0.066638812,-,0.005729412,-,-,-,-,-,-,-,0.331720768,-,-,0.037703812,-,-,0,-,-,0,-,-,0.001066682,-,0.014932551,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.1,0.076429611,-,0.007017713,-,0,-,-,-,-,-,4.8,-,-,-,-,식약처('16) 제4권,식품의약품안전처
2011021,51633,D000157-ZZ-AVG,D000157,음식,품목대표,열무김치국수,2019,전국(대표),평균,면 및 만두류,국수류,800,g,-,-,431,-,694.9,-,15,10.2,-,69.6,18.6,0.7,4.4,4.6,0,8.8,-,-,-,9.2,-,-,-,-,-,-,257.24,-,2.35,127.85,187.9,-,869.8,3007.45,1.95,0.31,-,1.15,-,0.04,-,-,-,-,-,0,2006.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.46,0.76,-,-,-,-,1.06,-,0.26,-,1.61,-,-,-,-,-,-,-,-,-,-,-,145.7,-,-,-,0,-,1.09,-,-,-,-,-,418.86,848.95,437.78,137.72,596.72,396.4,-,529.89,250.12,539.28,-,314.59,73.76,526.42,819.06,4172.81,515.49,1056.59,588.36,-,-,-,-,-,-,-,15.37,-,-,0.6,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.5,-,-,-,0.1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0.6,-,-,0,-,0,-,-,-,-,-,-,-,1.2,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.1,0,-,0,-,0,-,-,-,-,-,10.3,-,-,-,-,식약처('17) 제5권,식품의약품안전처
2011023,51635,D000159-ZZ-AVG,D000159,음식,품목대표,오일소스스파게티,2019,전국(대표),평균,면 및 만두류,스파게티류,400,g,-,-,646.7362836,-,263.2608514,-,19.55539678,23.42611345,-,89.41991885,1.410881976,0.013777778,0.136666667,0.895904199,0,0.364533333,-,-,-,11.12911495,-,-,-,-,-,-,111.0942078,-,3.180407688,80.07,290.4783071,-,468.8266347,1124.331876,2.05,0.43,-,1.14,-,0,-,-,-,-,-,4.065793563,157.8486655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.74,0.75,-,-,-,-,0.125626794,-,0.192170126,-,3.593614393,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,0.35437968,-,-,-,-,-,618.29,1278.52,696.02,266.65,851.94,564.67,-,758.33,403.38,955.15,-,390.82,221.1,718.96,1104.4,6321.43,732.24,1749.5,904.33,-,-,-,-,-,-,-,31.62122929,-,-,3.891788834,-,0,-,0,-,0,-,0,-,0,-,-,-,0.1,-,-,-,2.9,-,-,-,0.8,-,-,0.1,-,-,-,-,-,-,-,-,0,-,-,0.2,-,-,-,12.2,-,-,0.5,-,0.1,-,-,-,-,-,-,-,4.5,-,-,0.4,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.04998067,0,-,0,-,0,-,-,-,-,-,4.337719508,-,-,-,-,식약처('13) 제2권,식품의약품안전처
2011024,51637,D000161-ZZ-AVG,D000161,음식,품목대표,일식우동,2019,전국(대표),평균,면 및 만두류,중식면류,700,g,-,-,421.5142414,-,597.9702265,-,13.39028555,7.906431478,-,74.19880398,2.483395446,0,1.015370193,1.154386364,0,0.313638889,-,-,-,20.20958333,-,-,-,-,-,-,79.09613324,-,32.84325479,0,114.1821739,-,169.611305,2390.320776,0,0,-,0,-,0,-,-,-,-,-,1.025711213,257.3584029,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0.417109994,-,0.271208227,-,3.138060289,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,0.004141667,-,-,-,-,-,0,0,0,0,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,25.97812323,-,-,1.487654964,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,1.2,-,-,-,0.2,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,1.3,-,-,0.1,-,0.1,-,-,-,-,-,-,-,2.6,-,-,0.2,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.009033224,0,-,0,-,0,-,-,-,-,-,6.534252523,-,-,-,-,식약처('12) 제1권,식품의약품안전처
2011025,58506,D018171-ZZ-AVG,D018171,음식,품목대표,볶음우동,2020,전국(대표),평균,면 및 만두류,국수류,300,g,-,-,385.41,-,208.53,-,8.41,6.04,-,74.36,1.28,0.57,0.21,0.16,0,0.33,-,-,-,6.03,-,-,-,-,-,-,21.54,0.57,-,28.81,67.98,-,331.24,770.91,0.52,0.16,-,0.22,-,10.73,-,-,-,-,-,0,478.66,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,7.06,0.03,-,-,-,-,0,-,0.08,-,0,-,-,-,-,-,-,-,-,-,-,-,24.56,-,-,-,0,-,0,-,-,-,7270.98,-,276.61,595.12,196.51,90.2,330.6,208.22,-,263.31,109.8,259.86,-,235.15,101.03,295.58,405.55,2511.74,301.75,752.53,337.41,-,-,-,-,-,-,-,0,-,-,1.46,-,0,-,0,-,0,-,0,-,0,-,-,-,0.01,-,-,-,1.05,-,-,-,0.4,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,2.02,-,-,0.16,-,0.05,-,-,-,-,-,-,-,5.13,-,-,0.52,-,-,0.06,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.1,0,-,0.07,-,0.03,-,-,-,-,-,2.67,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
2011027,58515,D018180-ZZ-AVG,D018180,음식,품목대표,짜장면,2020,전국(대표),평균,면 및 만두류,중식면류,600,g,-,-,529.18,-,478.55,-,16.15,13.3,-,86.22,36.43,0,33.69,2.74,0,0,-,-,-,8.17,-,-,-,-,-,-,71.65,0.43,-,51.26,174.13,-,380.12,1843.68,1.25,0.31,-,0.79,-,48.37,-,-,-,-,-,0,80.32,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,10.71,0.06,-,-,-,-,1.07,-,0.18,-,4.55,-,-,-,-,-,-,-,-,-,-,-,49.14,-,-,-,0.85,-,25.28,-,-,-,13451.96,-,560.02,1033.16,672.83,200.36,679.54,518.56,-,678.61,332.14,666.03,-,389.47,130.56,587.18,975.6,3681.67,546.84,1163.68,635.71,-,-,-,-,-,-,-,12.28,-,-,2.3,-,0,-,0,-,0,-,0,-,0,-,-,-,0.03,-,-,-,1.61,-,-,-,0.62,-,-,0.04,-,-,-,-,-,-,-,-,0,-,-,0.04,-,-,-,2.82,-,-,0.2,-,0.04,-,-,-,-,-,-,-,6.08,-,-,0.79,-,-,0.04,-,-,0.01,-,-,0,-,0.01,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.05,0,-,0.05,-,0,-,-,-,-,-,5.78,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
